Date,amount
2021-07-19,1963.78
2021-07-23,1395.18
2021-07-24,47.82
2021-07-28,1102.12
2021-07-29,231.26
2021-08-02,252.48
2021-08-06,134.99
2021-08-07,1197.51
2021-08-08,1233.47
2021-08-09,382.75
2021-08-11,144.68
2021-08-13,2749.27
2021-08-15,720.62
2021-08-18,275.49
2021-08-20,1628.88
2021-08-21,135.57
2021-08-22,83.6
2021-08-23,1772.72
2021-08-24,1035.61
2021-08-25,514.09
2021-08-27,579.36
2021-08-29,1732.94
2021-09-05,1600.69
2021-09-06,1489.18
2021-09-09,2288.96
2021-09-10,866.91
2021-09-11,3676.85
2021-09-16,1190.37
2021-09-17,1906.05
2021-09-19,3028.08
2021-09-20,506.73
2021-09-28,530.94
2021-10-01,437.0
2021-10-07,408.35
2021-10-13,3122.75
2021-10-16,1589.46
2021-10-20,1970.41
2021-10-21,1582.84
2021-10-24,1227.78
2021-10-27,1315.5300000000002
2021-10-30,905.45
2021-11-03,265.39
2021-11-04,1537.89
2021-11-05,337.67
2021-11-06,698.59
2021-11-07,1693.41
2021-11-10,259.09
2021-11-15,1010.12
2021-11-17,1686.63
2021-11-18,1477.38
2021-11-19,1240.04
2021-11-21,601.89
2021-11-23,934.24
2021-11-26,632.04
2021-11-27,1950.99
2021-12-01,491.06
2021-12-03,504.06
2021-12-08,1628.82
2021-12-09,387.77
2021-12-11,56.12
2021-12-12,1933.71
2021-12-13,685.47
2021-12-16,100.03
2021-12-20,2431.2
2021-12-23,266.04
2021-12-26,1512.38
2022-01-01,1043.47
2022-01-03,1524.8899999999999
2022-01-04,1420.39
2022-01-05,743.03
2022-01-06,1171.57
2022-01-08,1197.85
2022-01-09,1445.59
2022-01-13,1357.29
2022-01-14,1149.41
2022-01-16,879.48
2022-01-18,3161.4
2022-01-21,2630.63
2022-01-23,1224.05
2022-01-28,1883.56
2022-02-01,1412.75
2022-02-02,640.91
2022-02-05,2375.26
2022-02-06,1909.67
2022-02-08,792.97
2022-02-09,1497.2
2022-02-10,3866.08
2022-02-14,1365.57
2022-02-17,2776.91
2022-02-21,1827.33
2022-02-22,1578.04
2022-03-01,1779.63
2022-03-07,1835.1
2022-03-12,1655.71
2022-03-14,807.66
2022-03-17,23.59
2022-03-18,3989.91
2022-03-20,2155.67
2022-03-22,1383.68
2022-03-23,1702.99
2022-03-24,837.53
2022-03-25,1517.13
2022-03-26,1526.1
2022-03-27,1055.76
2022-03-28,2974.36
2022-03-29,3055.9700000000003
2022-03-31,1435.4
2022-04-01,1869.82
2022-04-02,2295.43
2022-04-03,1910.24
2022-04-04,1310.53
2022-04-05,1985.77
2022-04-08,1458.44
2022-04-09,2865.06
2022-04-10,1967.18
2022-04-18,1722.63
2022-04-22,497.02
2022-04-24,1922.2800000000002
2022-04-29,1159.17
2022-04-30,481.44
2022-05-02,2088.71
2022-05-03,103.3
2022-05-05,2396.19
2022-05-06,1511.29
2022-05-07,3557.8
2022-05-08,1845.23
2022-05-09,1620.15
2022-05-11,1748.5
2022-05-13,613.34
2022-05-14,1874.95
2022-05-19,2890.59
2022-05-20,2598.62
2022-05-22,623.76
2022-05-23,937.35
2022-05-24,2273.34
2022-05-25,1485.09
2022-05-29,1525.69
2022-05-30,1273.8899999999999
2022-05-31,376.26
2022-06-01,2943.57
2022-06-04,975.92
2022-06-07,2561.4700000000003
2022-06-12,4460.6
2022-06-13,391.94
2022-06-17,2460.98
2022-06-18,1980.56
2022-06-19,1310.93
2022-06-20,196.07
2022-06-21,121.67
2022-06-23,3084.0
2022-06-25,980.2
2022-06-26,2166.55
2022-06-30,1923.32
2022-07-01,1858.46
2022-07-02,1137.72
2022-07-04,1984.8200000000002
2022-07-05,687.78
2022-07-06,1938.15
2022-07-13,1569.26
2022-07-17,1278.21
2022-07-18,1429.09
2022-07-19,1481.91
2022-07-20,192.13
2022-07-22,726.24
2022-07-25,183.72
2022-07-27,2258.77
2022-07-28,1148.2
2022-07-30,342.74
2022-07-31,973.62
2022-08-02,1191.67
2022-08-04,671.11
2022-08-06,886.04
2022-08-07,607.87
2022-08-12,963.23
2022-08-15,2694.2
2022-08-16,1924.9099999999999
2022-08-17,1906.48
2022-08-18,882.53
2022-08-19,1639.74
2022-08-21,1349.23
2022-08-22,2336.96
2022-08-23,1073.39
2022-08-24,1091.85
2022-08-26,1633.9
2022-08-28,341.01
2022-08-29,1933.95
2022-08-30,220.83
2022-08-31,897.1
2022-09-01,696.49
2022-09-03,1991.17
2022-09-04,1025.63
2022-09-06,1357.51
2022-09-10,471.39
2022-09-11,449.0
2022-09-12,904.65
2022-09-14,1412.42
2022-09-15,1896.85
2022-09-18,1060.15
2022-09-19,1936.95
2022-09-21,1629.34
2022-09-23,1838.18
2022-09-26,1007.5
2022-09-28,842.3
2022-09-30,382.33
2022-10-01,1732.39
2022-10-02,281.7
2022-10-03,824.18
2022-10-04,982.51
2022-10-05,457.44
2022-10-08,1135.64
2022-10-10,1103.96
2022-10-12,1088.67
2022-10-13,1097.24
2022-10-19,2077.06
2022-10-20,533.0
2022-10-21,883.75
2022-10-22,427.66
2022-10-23,1723.49
2022-10-25,340.3
2022-10-30,1069.24
2022-10-31,654.07
2022-11-03,1149.74
2022-11-04,279.82
2022-11-05,1838.35
2022-11-07,1405.84
2022-11-09,984.02
2022-11-10,1259.35
2022-11-13,1270.92
2022-11-14,1726.51
2022-11-15,1739.13
2022-11-17,3166.26
2022-11-18,443.48
2022-11-19,994.48
2022-11-21,682.13
2022-11-22,1578.72
2022-11-26,143.83
2022-11-28,888.16
2022-12-01,1765.47
2022-12-03,195.75
2022-12-04,749.97
2022-12-05,977.23
2022-12-12,274.07
2022-12-13,28.48
2022-12-15,1976.43
2022-12-16,960.62
2022-12-18,1464.22
2022-12-28,771.61
2022-12-30,1286.74
2022-12-31,1065.71
2023-01-04,1259.88
2023-01-06,1794.22
2023-01-10,635.86
2023-01-13,1560.15
2023-01-15,418.84
2023-01-16,1498.21
2023-01-17,1569.77
2023-01-18,994.83
2023-01-19,5400.24
2023-01-20,1178.85
2023-01-21,1018.16
2023-01-22,852.91
2023-01-23,2511.04
2023-01-24,1961.68
2023-01-25,342.26
2023-01-27,1209.94
2023-01-28,997.33
2023-01-29,1327.27
2023-01-30,464.52
2023-01-31,1718.79
2023-02-01,366.13
2023-02-02,1110.2
2023-02-03,456.79
2023-02-06,549.8
2023-02-07,366.9
2023-02-08,1908.62
2023-02-09,661.33
2023-02-12,744.15
2023-02-13,1481.76
2023-02-15,1187.46
2023-02-16,1467.6
2023-02-18,309.63
2023-02-20,2376.14
2023-02-24,1945.39
2023-02-26,922.33
2023-02-28,1015.8
2023-03-03,1487.17
2023-03-05,2315.4300000000003
2023-03-07,280.86
2023-03-08,3180.95
2023-03-10,761.54
2023-03-12,191.51
2023-03-13,870.38
2023-03-15,2045.82
2023-03-16,251.69
2023-03-18,1168.82
2023-03-21,53.38
2023-03-24,1369.59
2023-03-29,1768.01
2023-03-31,975.63
2023-04-01,3244.11
2023-04-04,964.57
2023-04-07,1826.23
2023-04-08,548.17
2023-04-10,1662.62
2023-04-13,209.27
2023-04-15,1072.04
2023-04-16,1530.46
2023-04-20,1076.5
2023-04-21,1828.82
2023-04-22,1934.03
2023-04-23,1838.83
2023-04-24,186.5
2023-04-25,175.5
2023-04-26,305.0
2023-04-27,297.0
2023-04-28,105.0
2023-04-29,10.0
2023-05-01,20.0
2023-05-02,1393.26
2023-05-03,75.0
2023-05-04,20.0
2023-05-05,3167.6800000000003
2023-05-06,30.0
2023-05-07,311.54
2023-05-08,30.0
2023-05-09,20.0
2023-05-10,35.0
2023-05-11,20.0
2023-05-12,20.0
2023-05-13,70.0
2023-05-14,2634.51
2023-05-15,1966.43
2023-05-16,422.34
2023-05-17,1312.9
2023-05-18,150.0
2023-05-19,913.61
2023-05-20,3694.2200000000003
2023-05-21,259.0
2023-05-22,2434.85
2023-05-23,80.0
2023-05-24,45.0
2023-05-25,241.84
2023-05-27,30.0
2023-05-28,333.69
2023-05-29,40.0
2023-05-30,20.0
2023-05-31,30.0
2023-06-01,63.27
2023-06-02,30.0
2023-06-03,722.52
2023-06-04,1411.96
2023-06-05,1293.56
2023-06-06,20.0
2023-06-07,1200.0
2023-06-08,1045.97
2023-06-09,1463.36
2023-06-10,690.02
2023-06-12,20.0
2023-06-13,407.35
2023-06-16,2636.2799999999997
2023-06-17,939.69
2023-06-19,897.09
2023-06-21,534.17
2023-06-22,491.31
2023-06-23,1941.7
2023-06-25,4764.49
2023-06-26,167.12
2023-06-30,1009.18
2023-07-01,249.36
2023-07-02,1898.63
2023-07-04,10.0
2023-07-05,30.0
2023-07-06,411.82
2023-07-07,1853.0600000000002
2023-07-10,3543.83
2023-07-11,1573.63
2023-07-12,100.0
2023-07-13,1767.01
2023-07-14,100.0
2023-07-15,3090.52
2023-07-16,682.35
2023-07-17,567.89
2023-07-18,1993.27
2023-07-19,2504.85
2023-07-20,383.99
2023-07-21,1743.48
2023-07-22,5.0
2023-07-23,1663.82
2023-07-24,20.0
2023-07-25,140.58
2023-07-26,279.94
2023-07-27,2041.32
2023-07-28,20.0
2023-07-29,120.0
2023-07-30,110.61
2023-07-31,30.0
2023-08-01,555.22
2023-08-02,470.0
2023-08-04,1304.47
2023-08-05,60.0
2023-08-07,1068.4499999999998
2023-08-08,50.0
2023-08-09,1585.06
2023-08-10,565.48
2023-08-11,1750.61
2023-08-12,10.0
2023-08-14,45.0
2023-08-15,10.0
2023-08-16,1163.45
2023-08-17,1468.35
2023-08-18,40.0
2023-08-21,1353.38
2023-08-22,943.41
2023-08-23,1367.62
2023-08-25,1173.13
2023-08-30,3953.96
2023-09-01,3124.84
2023-09-03,1314.25
2023-09-04,3677.87
2023-09-06,10.0
2023-09-07,1843.99
2023-09-08,30.0
2023-09-09,20.0
2023-09-10,1832.38
2023-09-11,2097.75
2023-09-12,2346.66
2023-09-13,866.74
2023-09-14,2520.6
2023-09-15,332.58
2023-09-16,2309.79
2023-09-18,25.0
2023-09-19,35.0
2023-09-20,20.0
2023-09-21,2193.7799999999997
2023-09-22,20.0
2023-09-23,339.0
2023-09-24,1156.8
2023-09-25,75.0
2023-09-27,60.0
2023-09-28,590.0
2023-09-29,842.75
2023-09-30,555.0
2023-10-03,49.29
2023-10-04,1946.2900000000002
2023-10-05,20.0
2023-10-06,671.06
2023-10-08,1458.39
2023-10-09,1565.03
2023-10-11,1502.73
2023-10-14,430.27
2023-10-15,1948.54
2023-10-17,1265.09
2023-10-18,75.0
2023-10-19,80.0
2023-10-20,140.0
2023-10-21,50.0
2023-10-22,549.0
2023-10-23,84.0
2023-10-24,976.0
2023-10-25,530.8199999999999
2023-10-26,255.0
2023-10-27,1073.15
2023-10-28,30.0
2023-10-29,1249.37
2023-10-30,1703.0
2023-10-31,45.0
2023-11-01,579.0
2023-11-02,35.0
2023-11-03,139.0
2023-11-04,1175.0
2023-11-05,25.0
2023-11-06,35.0
2023-11-07,888.0
2023-11-08,2490.21
2023-11-09,1767.56
2023-11-10,230.0
2023-11-11,3624.29
2023-11-12,70.0
2023-11-13,135.0
2023-11-14,555.61
2023-11-15,1640.18
2023-11-16,80.0
2023-11-17,397.05
2023-11-18,489.25
2023-11-20,95.0
2023-11-21,2490.63
2023-11-22,796.52
2023-11-23,2575.6099999999997
2023-11-24,35.0
2023-11-25,820.0
2023-11-26,4682.0
2023-11-27,1632.31
2023-11-28,1898.3000000000002
2023-11-29,1322.0
2023-12-01,55.0
2023-12-02,45.0
2023-12-04,155.0
2023-12-05,3029.02
2023-12-06,931.37
2023-12-07,50.0
2023-12-08,793.04
2023-12-09,488.99
2023-12-10,1735.22
2023-12-11,1555.35
2023-12-12,30.0
2023-12-13,2500.59
2023-12-14,196.87
2023-12-15,235.0
2023-12-16,745.0
2023-12-18,475.15999999999997
2023-12-20,954.13
2023-12-21,590.26
2023-12-22,2033.56
2023-12-23,2040.32
2023-12-24,44.0
2023-12-25,2518.41
2023-12-26,1770.01
2023-12-27,1209.7
2023-12-28,30.0
2023-12-29,1817.43
2023-12-30,30.0
2024-01-01,650.0
2024-01-02,1301.0
2024-01-04,80.0
2024-01-06,50.0
2024-01-07,712.0
2024-01-08,320.0
2024-01-09,1691.41
2024-01-10,1601.57
2024-01-11,4232.57
2024-01-12,1550.72
2024-01-13,110.0
2024-01-14,1014.0799999999999
2024-01-15,629.46
2024-01-16,2537.79
2024-01-17,409.77
2024-01-18,131.0
2024-01-19,5775.57
2024-01-20,1448.78
2024-01-21,154.0
2024-01-22,1381.74
2024-01-23,1871.18
2024-01-24,1385.23
2024-01-25,120.0
2024-01-26,1961.24
2024-01-27,1065.78
2024-01-28,1487.4
2024-01-29,735.0
2024-01-30,1226.74
2024-01-31,548.0
2024-02-01,1727.94
2024-02-02,499.0
2024-02-03,859.0
2024-02-05,490.0
2024-02-06,440.0
2024-02-07,1968.01
2024-02-08,2147.0
2024-02-09,1143.0
2024-02-10,4793.860000000001
2024-02-11,130.0
2024-02-12,45.0
2024-02-13,80.0
2024-02-14,1585.22
2024-02-15,35.0
2024-02-16,70.0
2024-02-17,450.0
2024-02-18,530.0
2024-02-19,169.48000000000002
2024-02-20,89.0
2024-02-21,3024.82
2024-02-22,2234.41
2024-02-23,1658.01
2024-02-24,2747.12
2024-02-25,238.3
2024-02-26,400.0
2024-02-27,4762.08
2024-02-28,917.89
2024-02-29,1068.16
2024-03-01,130.0
2024-03-02,1928.48
2024-03-03,557.26
2024-03-04,195.0
2024-03-05,727.42
2024-03-06,3711.95
2024-03-07,1493.93
2024-03-08,224.17
2024-03-09,210.0
2024-03-11,30.0
2024-03-12,330.0
2024-03-13,1860.86
2024-03-14,105.0
2024-03-15,1433.13
2024-03-16,815.11
2024-03-18,35.0
2024-03-19,785.0
2024-03-21,1189.0
2024-03-22,155.0
2024-03-25,90.0
2024-03-26,1464.76
2024-03-27,70.0
2024-03-28,1567.07
2024-03-29,919.01
2024-03-30,2549.2799999999997
2024-03-31,195.0
2024-04-01,409.0
2024-04-02,150.0
2024-04-03,1965.67
2024-04-04,175.0
2024-04-05,434.84
2024-04-06,325.24
2024-04-07,280.0
2024-04-08,661.34
2024-04-09,761.6600000000001
2024-04-10,606.71
2024-04-11,588.4
2024-04-12,90.0
2024-04-14,30.0
2024-04-15,766.32
2024-04-16,1983.56
2024-04-17,2276.46
2024-04-18,205.0
2024-04-19,80.0
2024-04-20,1019.63
2024-04-21,1672.28
2024-04-22,2480.8199999999997
2024-04-23,885.0
2024-04-24,909.0
2024-04-25,1671.79
2024-04-26,2966.62
2024-04-27,670.0
2024-04-28,530.0
2024-04-29,90.0
2024-04-30,170.0
2024-05-01,315.0
2024-05-02,1876.58
2024-05-03,2044.06
2024-05-04,3344.8199999999997
2024-05-05,276.42
2024-05-06,320.0
2024-05-07,200.0
2024-05-08,170.0
2024-05-09,50.0
2024-05-10,130.0
2024-05-12,30.0
2024-05-14,899.6
2024-05-15,2127.48
2024-05-16,30.0
2024-05-17,1546.84
2024-05-19,14.0
2024-05-20,95.0
2024-05-21,924.8199999999999
2024-05-22,1474.48
2024-05-23,120.44
2024-05-24,645.0
2024-05-25,305.09000000000003
2024-05-26,1614.49
2024-05-27,1556.72
2024-05-28,245.0
2024-05-29,65.0
2024-05-30,190.0
2024-05-31,2070.44
2024-06-01,1671.4
2024-06-02,1797.71
2024-06-03,1527.58
2024-06-04,1178.85
2024-06-05,759.0
2024-06-06,1008.66
2024-06-07,790.0
2024-06-09,1197.88
2024-06-10,30.0
2024-06-11,10.0
2024-06-12,1325.61
2024-06-13,2815.06
2024-06-14,254.67000000000002
2024-06-15,500.0
2024-06-16,3152.69
2024-06-17,550.0
2024-06-19,20.0
2024-06-20,279.0
2024-06-21,3000.95
2024-06-22,1895.04
2024-06-23,6608.35
2024-06-24,20.0
2024-06-26,220.0
2024-06-27,1412.0
2024-06-28,45.0
2024-06-29,516.9
2024-06-30,580.0
2024-07-01,814.0
2024-07-02,120.0
2024-07-03,399.0
2024-07-06,1654.76
2024-07-07,4734.13
2024-07-10,80.0
2024-07-12,300.0
2024-07-13,2447.18
2024-07-14,261.0
2024-07-16,1581.22
2024-07-20,936.72
2024-07-21,1821.07
2024-07-25,823.6
2024-07-26,3081.73
2024-07-27,3777.12
2024-07-28,1108.27
2024-07-29,3544.27
2024-07-30,2386.01
2024-07-31,322.0
2024-08-01,2103.74
2024-08-02,3253.76
2024-08-03,1281.1
2024-08-04,500.0
2024-08-07,200.0
2024-08-08,1234.23
2024-08-09,496.12
2024-08-10,40.0
2024-08-11,45.0
2024-08-14,3592.19
2024-08-15,701.48
2024-08-22,1216.66
2024-08-25,1703.94
2024-08-27,2933.67
2024-08-28,3606.48
2024-08-30,1602.32
2024-09-01,1037.84
2024-09-05,2837.96
2024-09-06,1003.01
2024-09-08,1671.53
2024-09-10,320.43
2024-09-15,1697.54
2024-09-16,989.76
2024-09-17,1906.23
2024-09-18,1879.91
2024-09-22,919.82
2024-09-24,1351.47
2024-09-25,657.62
2024-09-26,1330.41
2024-09-27,1780.41
2024-10-01,566.46
2024-10-02,2010.3000000000002
2024-10-03,951.24
2024-10-07,802.82
2024-10-08,438.78
2024-10-09,905.21
2024-10-10,1421.85
2024-10-11,1736.06
2024-10-12,1157.94
2024-10-15,1958.95
2024-10-17,3130.02
2024-10-18,932.87
2024-10-19,2550.99
2024-10-21,2022.7400000000002
2024-10-23,1564.14
2024-10-24,833.84
2024-11-01,1881.47
2024-11-02,429.04
2024-11-03,199.42
2024-11-11,1529.9399999999998
2024-11-12,466.42
2024-11-13,3206.91
2024-11-14,1101.61
2024-11-16,1051.69
2024-11-17,4260.42
2024-11-18,2072.9900000000002
2024-11-19,606.22
2024-11-20,1583.3
2024-11-22,795.56
2024-11-24,2258.45
2024-11-25,665.5799999999999
2024-11-30,1456.94
2024-12-02,39.3
2024-12-05,630.04
2024-12-06,932.73
2024-12-09,169.64
2024-12-11,121.52
2024-12-12,1090.95
2024-12-15,1949.45
2024-12-16,1544.74
2024-12-19,1453.44
2024-12-21,784.35
2024-12-23,325.64
2024-12-28,1241.3400000000001
2024-12-29,655.78
