Date,amount
2018-08-19,1265
2018-08-20,923
2018-08-21,674
2018-08-22,1467
2018-08-23,1216
2018-08-24,1356
2018-08-25,1440
2018-08-26,729
2018-08-27,411
2018-08-28,1741
2018-08-29,615
2018-08-30,738
2018-08-31,1060
2018-09-01,1504
2018-09-02,773
2018-09-03,1375
2018-09-04,1109
2018-09-05,1623
2018-09-06,865
2018-09-07,1512
2018-09-08,1691
2018-09-09,888
2018-09-10,446
2018-09-11,1711
2018-09-12,1177
2018-09-13,1439
2018-09-14,1110
2018-09-15,800
2018-09-16,1380
2018-09-17,1509
2018-09-18,649
2018-09-19,790
2018-09-20,734
2018-09-21,1028
2018-09-22,536
2018-09-23,1282
2018-09-24,1087
2018-09-25,1226
2018-09-26,1126
2018-09-27,993
2018-09-28,1646
2018-09-29,1389
2018-09-30,771
2018-10-01,1334
2018-10-02,1394
2018-10-03,801
2018-10-04,1014
2018-10-05,1696
2018-10-06,1582
2018-10-07,1575
2018-10-08,1394
2018-10-09,1019
2018-10-10,587
2018-10-11,1521
2018-10-12,530
2018-10-13,1204
2018-10-14,1594
2018-10-15,1335
2018-10-16,1385
2018-10-17,582
2018-10-18,1382
2018-10-19,763
2018-10-20,438
2018-10-21,896
2018-10-22,1381
2018-10-23,1320
2018-10-24,1121
2018-10-25,1584
2018-10-26,415
2018-10-27,892
2018-10-28,1531
2018-10-29,1293
2018-10-30,710
2018-10-31,1138
2018-11-01,1593
2018-11-02,945
2018-11-03,813
2018-11-04,650
2018-11-05,1158
2018-11-06,1564
2018-11-07,1697
2018-11-08,1462
2018-11-09,1213
2018-11-10,428
2018-11-11,1357
2018-11-12,876
2018-11-13,717
2018-11-14,644
2018-11-15,1147
2018-11-16,1096
2018-11-17,671
2018-11-18,1662
2018-11-19,776
2018-11-20,665
2018-11-21,1325
2018-11-22,1320
2018-11-23,739
2018-11-24,788
2018-11-25,976
2018-11-26,402
2018-11-27,1565
2018-11-28,775
2018-11-29,723
2018-11-30,545
2018-12-01,692
2018-12-02,831
2018-12-03,1104
2018-12-04,1348
2018-12-05,984
2018-12-06,798
2018-12-07,1216
2018-12-08,1363
2018-12-09,1563
2018-12-10,586
2018-12-11,460
2018-12-12,1338
2018-12-13,1109
2018-12-14,1206
2018-12-15,1742
2018-12-16,1725
2018-12-17,410
2018-12-18,1485
2018-12-19,625
2018-12-20,1576
2018-12-21,963
2018-12-22,1171
2018-12-23,1733
2018-12-24,1284
2018-12-25,1666
2018-12-26,1530
2018-12-27,625
2018-12-28,1224
